"Name","Campus Protests"
"Title","University Campus Protests"
"Date","June 25, 2024 at 3:45 PM (GMT)"
"Duration","3:15:00"
"Participant Count","351"
"Participant Limit","350"
"Exercise Type","Binary"
"",""
"Question ID","Participant ID","Thought ID","Vote","Timestamp"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7b7363ef-2b68-40f9-a792-3424878a1fad","a2cb74b9-6321-497f-8d20-4f3321b13959","Agree","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c2e0657-1564-47bb-94fb-6d87657e16d6","e3482b52-4abe-4529-acf4-d587e240015e","Disagree","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d69c05e7-acfd-42c5-bcc4-dee36d689d8a","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Agree","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","da8a5684-ac99-4e0b-b094-79c1e01cf9c8","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7b7363ef-2b68-40f9-a792-3424878a1fad","e726399d-f43c-4c31-b6fb-c9abd4a2edcc","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","5dd6bf1b-9667-4255-8cf4-e3840d01efad","4269274d-7f7a-4684-a70c-05c27af713ae","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","8b6b5bf8-a4f6-4c80-a129-0f2497d03cb8","12a639e7-3c3e-4fd4-a99e-2786c3c960f4","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","cedefb50-a905-437a-83b3-ee7db924eb80","09867793-48c3-4ada-867f-6b0af5b9fe16","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","e726399d-f43c-4c31-b6fb-c9abd4a2edcc","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","da8a5684-ac99-4e0b-b094-79c1e01cf9c8","148b4943-dd67-4193-82ef-4bd138e19559","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7b7363ef-2b68-40f9-a792-3424878a1fad","78e462e2-6647-4c32-91dc-7f38c696bc54","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6c978cf1-fe04-4a0f-9c37-c862b6f7f15e","9f1a8725-538e-4ff6-9f42-1be6f58b98db","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","cedefb50-a905-437a-83b3-ee7db924eb80","148b4943-dd67-4193-82ef-4bd138e19559","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","94f5ab91-2024-4f00-9a7e-c515638636b1","2962c24d-1e2a-48e4-8a07-8b33f5b7594e","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","b029b586-231a-4475-9411-65cd59279747","0cb396b0-f1e7-4040-a435-1a52e078e839","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","0e9bd24b-76dd-4335-b58b-e9a0ea816d18","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","9f1a8725-538e-4ff6-9f42-1be6f58b98db","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6c978cf1-fe04-4a0f-9c37-c862b6f7f15e","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Agree","June 25, 2024 at 3:51 PM (GMT)"
